00000000000000;1;
00002200000000;1;
99999999999999;1;
00000000000102;2;
07894900011517;2;
00000000000103;3;
07894900031515;3;
00000000000104;4;
07894900051513;4;
00000000000105;5;
07894900061512;5;
07894900681000;5;
00000000000106;6;
07898005651029;6;
00000000000107;7;
07898005652545;7;
00000000000108;8;
07898005652552;8;
00000000000109;9;
07898005651500;9;
00000000001010;10;
07898005650534;10;
00000000001011;11;
07898005653528;11;
00000000001012;12;
07898005653504;12;
00000000001013;13;
07898005653108;13;
00000000000001;14;
00000000001014;14;
00000000001015;15;
07891025102663;15;
00000000001016;16;
07891025021117;16;
00000000001017;17;
07891025106067;17;
00000000001018;18;
07891025107392;18;
00000000001019;19;
07891025106463;19;
00000000001020;20;
07896581341075;20;
00000000001021;21;
07896581349910;21;
00000000001022;22;
07898009301005;22;
00000000000040;23;
00000000001023;23;
00000000001024;24;
07898009302040;24;
00000000000005;25;
00000000000041;25;
00000000001025;25;
00000000001026;26;
07896657714017;26;
00000000001027;27;
07896391200043;27;
00000000001028;28;
07896806700014;28;
00000000001029;29;
07898292883974;29;
00000000001030;30;
07896094906495;30;
00000000001031;31;
07896094999138;31;
00000000001032;32;
07896094905436;32;
00000000001033;33;
07891024160718;33;
00000000001034;34;
07891024174012;34;
00000000001035;35;
07896094999060;35;
00000000001036;36;
07896094906471;36;
00000000001037;37;
07896094999145;37;
00000000001038;38;
07891024171233;38;
00000000001039;39;
07891010035631;39;
00000000001040;40;
07896451824783;40;
00000000001041;41;
07501011844049;41;
00000000001042;42;
07896020160052;42;
00000000001043;43;
07896020161738;43;
00000000001044;44;
07891991006200;44;
00000000000045;45;
00000000001045;45;
07894900011593;45;
00000000001046;46;
07894900011210;46;
00000000001047;47;
07894900556056;47;
00000000001048;48;
07894900031591;48;
00000000001049;49;
07894900031201;49;
00000000001050;50;
07896045512348;50;
00000000001051;51;
07894900911206;51;
00000000001052;52;
07894900011609;52;
00000000001053;53;
07894900010220;53;
00000000001054;54;
07896098900406;54;
00000000001055;55;
07891150016798;55;
00000000001056;56;
07891150023598;56;
00000000001057;57;
07891150016750;57;
00000000001058;58;
07896098900710;58;
00000000001059;59;
07896098905722;59;
00000000001060;60;
07891051037649;60;
00000000001061;61;
07891150028425;61;
00000000001062;62;
07896098900109;62;
00000000001063;63;
07891150029006;63;
00000000001064;64;
07891700205031;64;
00000000001065;65;
07896098801376;65;
00000000001066;66;
07896098813713;66;
00000000001067;67;
07898099001349;67;
00000000001068;68;
07896590817264;68;
08965908050872;68;
00000000001069;69;
07896000713360;69;
00000000001070;70;
07896000715678;70;
00000000001071;71;
07896000722577;71;
00000000001072;72;
07891024172230;72;
00000000001073;73;
07891024174210;73;
00000000001074;74;
07891024158609;74;
00000000001075;75;
07891024161913;75;
00000000001076;76;
07501007457796;76;
00000000001077;77;
07897534800791;77;
00000000001078;78;
07897534812640;78;
00000000001079;79;
07897534812657;79;
00000000001080;80;
07896690801962;80;
00000000001081;81;
07896690801948;81;
00000000001082;82;
07897534800524;82;
00000000001083;83;
07897534800558;83;
00000000001084;84;
07897534800565;84;
00000000001085;85;
07897534800589;85;
00000000001086;86;
07897534800596;86;
00000000001087;87;
07897534800572;87;
00000000001088;88;
07897534800227;88;
00000000001089;89;
07898436144552;89;
00000000001090;90;
07897534800114;90;
00000000001091;91;
07897534815351;91;
00000000001092;92;
07897534806311;92;
00000000001093;93;
07897534808155;93;
00000000001094;94;
07897534800701;94;
00000000001095;95;
07897534800234;95;
00000000001096;96;
07897534800145;96;
00000000001097;97;
07896902280199;97;
00000000001098;98;
07891021001960;98;
00000000001099;99;
08915003127856;99;
00000000010100;100;
07897384700080;100;
00000000010101;101;
09002490100445;101;
00000000010102;102;
07896029015756;102;
00000000010103;103;
07898024393191;103;
00000000010104;104;
07898024393184;104;
00000000010105;105;
00000078934696;105;
07898024396482;105;
00000000010106;106;
07898024395232;106;
00000000010107;107;
07898370103550;107;
00000000010108;108;
07891079000202;108;
00000000010109;109;
07891079000226;109;
07891079000229;109;
00000000010110;110;
07891079000427;110;
00000000010111;111;
07896004003856;111;
00000000010112;112;
07896094924611;112;
00000000010113;113;
07891200190942;113;
00000000010114;114;
07896020417149;114;
00000000010115;115;
07898947389998;115;
00000000010116;116;
07891140667528;116;
00000000010117;117;
07501011847231;117;
00000000010118;118;
07896075028239;118;
00000000010119;119;
07891140791766;119;
00000000010120;120;
07898309964696;120;
00000000010121;121;
07898947389950;121;
00000000010122;122;
07791130002554;122;
00000000010123;123;
07896785450443;123;
00000000010124;124;
00000078902374;124;
00000000010125;125;
07891025107224;125;
00000000010126;126;
07891025107231;126;
00000000010127;127;
07891025105411;127;
00000000010128;128;
07891149100828;128;
07891149201006;128;
00000000010129;129;
07891149103041;129;
00000000010130;130;
07891149102853;130;
00000000010131;131;
07891991010436;131;
00000000010132;132;
07891008241549;132;
00000000010133;133;
07891008209013;133;
00000000010134;134;
07891008200423;134;
00000000010135;135;
07622300347635;135;
00000000010136;136;
07896035921112;136;
00000000010137;137;
07891991010542;137;
00000000010138;138;
07891149106622;138;
00000000010139;139;
07891991002288;139;
00000000010140;140;
07891149100057;140;
00000000010141;141;
07891149010509;141;
07891149102488;141;
00000000010142;142;
07891149100019;142;
00000000010143;143;
07891149102112;143;
07891149200504;143;
00000000010144;144;
07891149100002;144;
00000000010145;145;
07891149011001;145;
07891149102303;145;
00000000010146;146;
07891000010010;146;
00000000010147;147;
07891038349205;147;
00000000010148;148;
07893000488878;148;
00000000010149;149;
07893000005945;149;
00000000010150;150;
07893000488953;150;
00000000010151;151;
07896007913121;151;
00000000010152;152;
07896327514142;152;
00000000010153;153;
07896327514180;153;
00000000010154;154;
07896327514111;154;
00000000010155;155;
07896327514128;155;
00000000010156;156;
07896434920775;156;
00000000010157;157;
07898142810273;157;
07898219280138;157;
00000000010158;158;
07896035920115;158;
00000000010159;159;
07896040701105;159;
00000000010160;160;
07895800002940;160;
07895800151426;160;
00000000010161;161;
07895800002933;161;
07895800151570;161;
00000000010162;162;
07896098900741;162;
00000000010163;163;
07896036094969;163;
00000000010164;164;
07897480314481;164;
00000000010165;165;
07897480314436;165;
00000000010166;166;
07897480305335;166;
00000000010167;167;
07897480305182;167;
00000000010168;168;
07897480305175;168;
00000000010169;169;
07896902210578;169;
00000000010170;170;
07896902210615;170;
00000000010171;171;
07896902210646;171;
07896902210653;171;
00000000010172;172;
07897517209292;172;
07897517209414;172;
00000000010173;173;
07896383700681;173;
00000000010174;174;
07622300807399;174;
00000000010175;175;
07622300807283;175;
00000000010176;176;
07896035910413;176;
00000000010177;177;
07896590817042;177;
00000000010178;178;
07896590817073;178;
00000000010179;179;
07896581348999;179;
00000000010180;180;
07896581340429;180;
00000000010181;181;
07896581341129;181;
00000000010182;182;
07896581342416;182;
07896581352538;182;
00000000010183;183;
07896581341709;183;
00000000010184;184;
07896581353405;184;
00000000010185;185;
07896581343703;185;
00000000000002;186;
00000000010186;186;
00000000010187;187;
07896534700126;187;
00000000010188;188;
07896534700454;188;
00000000010189;189;
07896534701680;189;
00000000010190;190;
07896534700157;190;
00000000010191;191;
07896534700010;191;
00000000010192;192;
07897395020217;192;
07897395020224;192;
00000000010193;193;
07897395000677;193;
07897395040222;193;
00000000010194;194;
00000078906709;194;
00000000010195;195;
07897395031619;195;
00000000010196;196;
07897395040666;196;
00000000010197;197;
07894900320015;197;
00000000010198;198;
07892840812584;198;
00000000010199;199;
07897148400013;199;
00000000010200;200;
07897148400037;200;
00000000010201;201;
07897148400525;201;
00000000010202;202;
07897148400440;202;
00000000010203;203;
07897148400457;203;
00000000010204;204;
07897148400464;204;
00000000010205;205;
07897148400563;205;
00000000010206;206;
07897148400495;206;
00000000010207;207;
07897148400426;207;
00000000010208;208;
07891515605797;208;
00000000010209;209;
07897167100024;209;
00000000010210;210;
07896005271964;210;
00000000010211;211;
07891040197460;211;
07897801300957;211;
00000000010212;212;
07896327511472;212;
00000000010213;213;
07896264812403;213;
00000000010214;214;
07896589103064;214;
00000000010215;215;
07896589103019;215;
00000000010216;216;
00000078922402;216;
00000000010217;217;
07891025102656;217;
00000000010218;218;
07891025699859;218;
00000000010219;219;
07891025330189;219;
00000000010220;220;
07891025106838;220;
00000000010221;221;
07891025101376;221;
00000000010222;222;
07891025701132;222;
00000000010223;223;
07891025841616;223;
00000000010224;224;
07897740601221;224;
00000000010225;225;
07896602900343;225;
00000000010226;226;
07898407352180;226;
00000000010227;227;
07891000090732;227;
00000000010228;228;
07891000102640;228;
00000000010229;229;
07891000102626;229;
00000000010230;230;
07897801300503;230;
00000000010231;231;
07891323075256;231;
00000000010232;232;
07898059540997;232;
00000000010233;233;
07894120170190;233;
00000000010234;234;
07891962035536;234;
00000000010235;235;
07622300741157;235;
00000000010236;236;
07622300741201;236;
00000000010237;237;
07622300826628;237;
00000000010238;238;
07622300851412;238;
00000000010239;239;
07891025107255;239;
00000000010240;240;
07896391201170;240;
00000000010241;241;
07896534700447;241;
00000000010242;242;
07896534700409;242;
00000000010243;243;
07896534701772;243;
00000000010244;244;
07896534700942;244;
00000000010245;245;
07896534700959;245;
00000000010246;246;
07898909755434;246;
00000000010247;247;
07898909755823;247;
00000000010248;248;
07898909755830;248;
00000000010249;249;
07898909755861;249;
00000000010250;250;
07896262304467;250;
00000000010251;251;
07895144228518;251;
00000000010252;252;
07896058254600;252;
00000000010253;253;
07897963200010;253;
00000000010254;254;
07896356800011;254;
07896356800018;254;
00000000010255;255;
07896356800308;255;
00000000010256;256;
07891962036984;256;
00000000010257;257;
07894904861378;257;
00000000010258;258;
07898600720035;258;
00000000010259;259;
07897147211016;259;
00000000010260;260;
07897147211047;260;
00000000010261;261;
07897147212556;261;
00000000000200;262;
00000000010262;262;
00000000000201;263;
00000000010263;263;
07896002365420;263;
00000000000202;264;
00000000010264;264;
00000000000203;265;
00000000010265;265;
00000000000204;266;
00000000010266;266;
00000000000205;267;
00000000010267;267;
00000000010268;268;
07894900701517;268;
07894900701524;268;
00000000010269;269;
07894900031652;269;
00000000010270;270;
07894900030228;270;
00000000010271;271;
07894900531008;271;
00000000010272;272;
07894900011708;272;
00000000010273;273;
07898127930019;273;
00000000010274;274;
07898127930026;274;
00000000010275;275;
07898127930033;275;
00000000010276;276;
07898127930040;276;
00000000010277;277;
07898127930057;277;
00000000010278;278;
07892840808037;278;
07892840808488;278;
00000000010279;279;
07892840802769;279;
00000000010280;280;
07891991002479;280;
00000000010281;281;
07892840800246;281;
00000000010282;282;
07892300030527;282;
00000000010283;283;
07896295330259;283;
00000000010284;284;
07896716311195;284;
00000000010285;285;
07791293995779;285;
00000000010286;286;
07896016601405;286;
00000000010287;287;
07891151027717;287;
00000000010288;288;
07891037013520;288;
00000000000207;289;
00000000010289;289;
00000000010290;290;
07896292300467;290;
00000000010291;291;
07891151028394;291;
00000000010292;292;
07898142810679;292;
00000000010293;293;
07898142810662;293;
00000000010294;294;
07898142810907;294;
00000000010295;295;
07898142810914;295;
00000000000208;296;
00000000010296;296;
00000000000209;297;
00000000010297;297;
00000000000210;298;
00000000010298;298;
00000000000211;299;
00000000010299;299;
00000000000212;300;
00000000010300;300;
00000000010301;301;
07891035617959;301;
00000000010302;302;
07898915883039;302;
00000000010303;303;
07896051115038;303;
00000000010304;304;
07896602901066;304;
00000000010305;305;
07896602901011;305;
00000000010306;306;
07896602901059;306;
00000000010307;307;
07891089062767;307;
00000000010308;308;
07891024029084;308;
00000000000309;309;
00000000010309;309;
07891528038001;309;
00000000010310;310;
07891038106501;310;
00000000010311;311;
07702018001071;311;
00000000010312;312;
07891200011667;312;
07894561238520;312;
00000000010313;313;
07891024194604;313;
00000000010314;314;
07891024193348;314;
00000000010315;315;
07896031224085;315;
00000000010316;316;
07891051015210;316;
00000000010317;317;
07896110005147;317;
00000000010318;318;
07891150032730;318;
00000000010319;319;
07896098900253;319;
00000000010320;320;
07896098900208;320;
00000000010321;321;
07896098909713;321;
00000000010322;322;
07896098905746;322;
00000000010323;323;
07896098906118;323;
00000000010324;324;
07896098903032;324;
00000000010325;325;
03000000269510;325;
00000000010326;326;
03000000269527;326;
00000000010327;327;
03000000269534;327;
00000000010328;328;
07897387900787;328;
00000000010329;329;
07897387900213;329;
00000000010330;330;
07897387900091;330;
00000000010331;331;
07896072902921;331;
00000000010332;332;
07894000000503;332;
00000000010333;333;
07895800002964;333;
07895800440797;333;
00000000010334;334;
07622300119638;334;
00000000010335;335;
07896007943630;335;
00000000010336;336;
07893000394117;336;
00000000010337;337;
07891035024894;337;
00000000010338;338;
04005900036704;338;
00000000010339;339;
04005900036728;339;
00000000010340;340;
07891035524202;340;
00000000010341;341;
07891035249433;341;
00000000010342;342;
07891035500008;342;
00000000010343;343;
07891035041006;343;
00000000010344;344;
07891035537936;344;
00000000010345;345;
07891035618277;345;
00000000010346;346;
07891035024702;346;
00000000010347;347;
07896007540662;347;
00000000010348;348;
07894494081361;348;
00000000010349;349;
07894494619809;349;
00000000010350;350;
07896110091440;350;
00000000010351;351;
07896110003580;351;
00000000010352;352;
07896090400041;352;
00000000010353;353;
07896090400010;353;
00000000010354;354;
07896090400034;354;
00000000010355;355;
07896090400027;355;
00000000010356;356;
07896090403127;356;
00000000010357;357;
07896090403226;357;
00000000010358;358;
07891962035523;358;
00000000010359;359;
07891962035530;359;
00000000010360;360;
07891962035547;360;
00000000010361;361;
07891962035554;361;
00000000010362;362;
07891962010851;362;
00000000010363;363;
07891962003115;363;
00000000010364;364;
07891962003085;364;
